,ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,Complain,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases,Age
679,9596,1980,PG,Single,65295.0,23-12-2013,19,0,0,664,0,20,35
680,2891,1963,PG,Single,68118.0,18-10-2013,51,0,1,928,0,23,52
681,4910,1967,PG,Single,68743.0,30-08-2012,81,0,0,2074,0,30,48
682,75,1982,PG,relationship,41039.0,25-07-2013,32,0,0,467,0,15,33
683,10120,1955,PG,relationship,38946.0,24-10-2013,84,0,1,257,0,12,60
684,6327,1967,PG,relationship,65777.0,19-12-2013,87,0,0,1146,0,17,48
685,10142,1976,PG,Single,66476.0,07-03-2013,99,0,1,689,0,20,39
686,9826,1972,PG,Single,86857.0,12-09-2012,96,0,0,2114,1,22,43
687,1501,1982,PG,relationship,160803.0,04-08-2012,21,0,0,1717,0,44,33
688,10767,1989,PG,relationship,77845.0,16-05-2014,40,0,0,1346,2,21,26
689,7279,1969,PG,relationship,69476.0,30-09-2013,3,0,0,1044,0,15,46
690,7230,1960,PG,Single,50611.0,04-10-2012,98,0,1,493,2,22,55
691,143,1970,PG,Single,61209.0,25-08-2013,73,0,0,957,0,13,45
692,450,1958,PG,relationship,42315.0,12-07-2013,90,0,1,270,0,12,57
693,9316,1952,UG,relationship,13084.0,02-11-2013,29,0,0,29,0,5,63
694,6379,1949,PG,Single,47570.0,29-05-2013,3,0,2,121,1,9,66
695,9239,1961,PG,relationship,61923.0,26-07-2013,94,0,2,126,0,8,54
696,8315,1995,PG,Single,34824.0,26-03-2014,65,0,0,23,0,4,20
697,2868,1949,PG,Single,26518.0,08-04-2013,33,0,2,57,1,8,66
698,10888,1961,PG,Single,45938.0,03-11-2013,46,0,0,636,0,20,54
699,1277,1960,PG,relationship,78468.0,09-04-2014,29,0,0,1004,1,28,55
700,9977,1973,PG,Single,78901.0,17-09-2013,99,0,1,734,0,20,42
701,10196,1978,PG,relationship,71427.0,12-03-2014,26,0,2,614,0,20,37
702,6384,1978,PG,Single,71022.0,11-02-2014,30,0,1,1453,1,21,37
703,8029,1988,PG,Single,90247.0,29-04-2014,27,0,0,1621,4,15,27
704,968,1968,PG,Single,41335.0,26-12-2013,24,0,1,187,0,12,47
705,6988,1986,PG,relationship,71952.0,10-01-2013,93,0,1,1443,2,22,29
706,4472,1970,PG,Single,35682.0,27-06-2014,34,0,1,57,0,6,45
707,6991,1951,PG,Single,43185.0,10-04-2013,88,0,1,637,0,20,64
708,3336,1948,PG,relationship,66375.0,21-11-2013,96,0,1,948,1,14,67
709,4301,1971,PG,relationship,35178.0,10-01-2013,10,0,1,59,2,5,44
710,1940,1986,PG,relationship,25252.0,12-07-2013,26,0,1,18,0,4,29
711,1272,1965,PG,Single,55250.0,21-10-2012,49,0,1,903,0,26,50
712,1388,1975,PG,Single,33249.0,20-02-2013,11,0,1,112,0,8,40
713,1044,1953,PG,relationship,58398.0,14-05-2013,44,0,0,596,0,20,62
714,6969,1982,PG,relationship,50272.0,07-08-2013,75,0,1,233,0,13,33
715,10479,1975,PG,relationship,76618.0,07-12-2012,64,0,0,1511,0,11,40
716,3619,1960,PG,Single,87305.0,23-09-2012,19,0,0,1152,2,17,55
717,1715,1978,PG,relationship,25851.0,11-02-2013,45,0,1,48,0,7,37
718,10159,1970,PG,Single,58710.0,31-03-2013,77,0,1,1185,0,31,45
719,1463,1958,PG,Single,45160.0,29-03-2014,9,0,2,21,0,4,57
720,5114,1965,PG,relationship,74806.0,19-12-2012,1,0,1,965,0,16,50
721,4990,1954,PG,relationship,59111.0,02-05-2013,90,0,0,869,0,21,61
722,4329,1984,PG,relationship,18988.0,23-05-2014,43,0,1,16,0,6,31
723,10936,1965,PG,relationship,72190.0,13-02-2013,79,0,0,1947,0,16,50
724,4692,1976,PG,relationship,7500.0,01-08-2012,19,0,1,71,2,12,39
725,7212,1966,PG,relationship,44794.0,08-06-2014,99,0,1,65,0,6,49
726,6086,1955,PG,relationship,80395.0,23-11-2013,62,0,0,1380,1,24,60
727,437,1976,PG,Single,75012.0,25-01-2014,41,0,0,1027,0,23,39
728,11171,1965,PG,relationship,56962.0,11-10-2013,60,0,3,411,0,21,50
729,11101,1991,PG,relationship,89891.0,15-04-2013,17,0,0,836,1,26,24
730,5329,1949,PG,Single,35946.0,27-09-2013,24,0,2,11,0,4,66
731,610,1953,PG,relationship,53593.0,07-08-2012,60,0,2,480,0,23,62
732,9384,1978,PG,relationship,66373.0,12-06-2013,57,0,2,606,0,23,37
733,5956,1948,PG,Single,45072.0,16-10-2013,74,0,3,284,0,16,67
734,10430,1973,PG,Single,89694.0,09-10-2013,22,0,2,1472,3,14,42
735,7875,1949,PG,relationship,72025.0,29-04-2014,46,0,0,1677,4,26,66
736,7072,1973,PG,relationship,67432.0,29-03-2013,69,0,1,1335,0,19,42
737,6255,1952,PG,relationship,70545.0,03-06-2014,29,0,1,334,0,13,63
738,6516,1989,UG,relationship,17487.0,18-03-2013,37,0,1,18,0,4,26
739,5564,1969,PG,relationship,62882.0,09-08-2012,26,0,1,1338,0,20,46
740,5682,1953,PG,Single,64108.0,23-03-2013,8,0,1,1099,0,30,62
741,7458,1956,PG,relationship,34941.0,06-03-2013,26,0,2,97,0,8,59
742,5237,1950,PG,Single,48767.0,01-01-2014,79,0,3,63,0,9,65
743,7761,1978,PG,relationship,38702.0,01-08-2013,71,0,1,109,0,9,37
744,5278,1964,PG,relationship,82224.0,25-01-2014,83,0,0,902,1,21,51
745,3560,1952,PG,relationship,83844.0,12-05-2013,57,0,0,1574,1,20,63
746,7235,1975,PG,relationship,17003.0,09-12-2013,37,0,1,38,0,9,40
747,10548,1995,PG,Single,71163.0,09-03-2014,30,0,0,960,0,24,20
748,2281,1970,PG,Single,33697.0,15-09-2013,34,0,1,28,1,4,45
749,4073,1954,PG,relationship,63564.0,29-01-2014,0,0,0,1215,2,28,61
750,6974,1972,PG,relationship,83443.0,31-12-2013,89,0,0,1497,0,22,43
751,7938,1958,PG,relationship,51518.0,03-10-2013,92,0,1,449,0,17,57
752,7094,1975,PG,Single,58330.0,25-12-2013,87,0,1,1064,0,24,40
753,3667,1969,PG,relationship,80952.0,28-02-2013,20,0,0,1757,4,25,46
754,7723,1979,PG,relationship,75507.0,02-05-2014,56,0,0,1440,0,21,36
755,3870,1978,PG,relationship,63855.0,09-02-2013,28,0,0,1006,0,24,37
756,4012,1972,PG,relationship,62220.0,11-08-2012,55,0,1,1226,1,23,43
757,5909,1964,PG,relationship,58512.0,19-09-2013,25,0,1,1171,0,20,51
758,10470,1979,PG,relationship,40662.0,15-03-2013,0,0,1,92,0,8,36
759,6488,1959,PG,relationship,38829.0,06-04-2014,86,0,1,99,0,8,56
760,10270,1981,PG,relationship,35523.0,03-10-2013,8,0,1,66,0,8,34
761,6887,1967,PG,Single,79146.0,24-04-2014,33,0,2,564,0,19,48
762,6406,1988,PG,relationship,78285.0,28-10-2013,13,0,0,1427,0,21,27
763,7573,1978,PG,Single,31626.0,10-05-2013,12,0,1,86,2,6,37
764,4508,1952,PG,Single,75127.0,22-05-2014,92,0,0,833,0,19,63
765,221,1955,PG,relationship,48726.0,27-04-2013,90,0,1,242,0,12,60
766,5331,1977,PG,relationship,74985.0,11-09-2012,8,0,0,1869,0,17,38
767,1911,1987,PG,relationship,67430.0,05-09-2012,6,0,0,1364,0,29,28
768,20,1965,PG,relationship,46891.0,01-09-2013,91,0,1,183,0,8,50
769,8786,1956,PG,relationship,62058.0,26-05-2013,52,0,1,450,0,18,59
770,10582,1979,PG,relationship,72063.0,03-07-2013,3,0,1,758,0,21,36
771,1915,1951,PG,relationship,78939.0,12-12-2013,57,0,0,1507,0,20,64
772,8897,1965,PG,Single,42720.0,24-04-2013,9,0,2,654,1,25,50
773,2371,1972,PG,relationship,33622.0,13-04-2013,22,0,2,81,0,9,43
774,4303,1957,PG,relationship,6835.0,08-12-2012,76,0,1,137,0,1,58
775,6825,1953,PG,relationship,41452.0,06-03-2013,86,0,2,16,0,4,62
776,1072,1965,PG,Single,40760.0,30-08-2013,64,0,1,93,0,8,50
777,4964,1958,PG,relationship,74250.0,26-01-2014,90,0,0,1158,0,18,57
778,2461,1955,PG,Single,51124.0,18-12-2013,79,0,2,43,0,6,60
779,10736,1971,PG,Single,72258.0,12-09-2013,28,0,1,1525,0,22,44
780,3194,1974,PG,Single,71466.0,05-04-2014,86,0,0,1230,0,19,41
781,10839,1976,PG,relationship,36283.0,14-04-2014,42,0,2,29,0,6,39
782,49,1970,PG,Single,20587.0,11-05-2014,39,0,1,25,0,5,45
783,4290,1972,PG,relationship,30467.0,19-03-2014,8,0,1,24,0,4,43
784,10219,1972,PG,relationship,31590.0,18-06-2013,40,0,1,38,0,5,43
785,4211,1986,UG,relationship,20425.0,29-10-2012,5,0,1,57,0,7,29
786,1135,1960,PG,relationship,17144.0,15-02-2014,96,0,2,47,0,12,55
787,6299,1968,PG,Single,42564.0,02-01-2013,28,0,1,813,2,24,47
788,10846,1978,PG,relationship,43783.0,29-05-2014,22,0,1,629,1,22,37
789,347,1976,PG,Single,40780.0,08-09-2012,30,0,1,377,0,17,39
790,6543,1945,PG,relationship,62847.0,15-01-2013,45,0,0,1612,0,14,70
791,10446,1957,PG,relationship,82017.0,07-11-2012,58,0,0,729,4,17,58
792,3479,1950,PG,Single,16813.0,19-07-2013,49,0,0,50,1,6,65
793,11075,1978,PG,relationship,51267.0,29-10-2013,37,0,2,270,0,15,37
794,4442,1961,PG,Single,46524.0,05-04-2013,70,0,1,177,0,9,54
795,199,1962,PG,Single,45183.0,20-01-2013,33,0,0,315,1,13,53
796,6722,1954,PG,relationship,70421.0,28-06-2014,98,0,1,767,0,23,61
797,796,1965,PG,Single,60161.0,23-10-2012,17,0,1,1071,0,26,50
798,3749,1973,PG,relationship,73926.0,02-03-2013,54,0,0,1580,0,24,42
799,8523,1968,PG,relationship,19329.0,14-12-2013,39,0,1,60,0,10,47
800,310,1970,PG,relationship,61872.0,13-12-2013,81,0,1,573,0,21,45
801,8629,1956,PG,Single,46984.0,26-03-2013,71,0,2,41,0,5,59
802,236,1951,PG,relationship,34838.0,19-01-2013,62,0,2,170,0,10,64
803,9930,1944,PG,Single,82716.0,05-11-2013,8,0,0,1167,0,28,71
804,3483,1958,PG,relationship,48192.0,06-04-2013,76,0,0,1526,4,25,57
805,4599,1976,PG,relationship,49681.0,04-11-2013,66,0,2,458,0,21,39
806,7326,1971,PG,relationship,56850.0,23-03-2014,83,0,1,63,0,6,44
807,7352,1957,PG,relationship,55267.0,21-10-2013,28,0,1,405,0,17,58
808,2350,1972,PG,relationship,59666.0,22-03-2013,87,0,2,1027,1,20,43
809,9145,1972,PG,Single,72504.0,06-04-2013,43,0,1,1478,0,22,43
810,2964,1981,PG,relationship,26872.0,16-10-2013,0,0,0,72,0,5,34
811,5585,1972,PG,Single,21359.0,20-04-2013,1,0,1,48,1,7,43
812,9687,1975,PG,Single,73170.0,31-05-2014,1,0,0,726,0,16,40
813,3732,1955,PG,relationship,52750.0,04-02-2013,72,0,1,860,0,27,60
814,6303,1986,PG,relationship,91820.0,23-11-2013,72,0,0,1497,0,22,29
815,11176,1970,PG,relationship,65968.0,12-05-2014,12,0,1,495,0,18,45
816,2986,1976,PG,relationship,30772.0,12-03-2014,89,0,2,20,0,4,39
817,7462,1954,PG,Single,22507.0,24-11-2012,67,0,0,570,0,19,61
818,3900,1972,PG,relationship,65685.0,29-03-2014,54,0,1,769,0,21,43
819,7034,1978,PG,relationship,25804.0,01-09-2013,34,0,1,55,0,7,37
820,9493,1980,PG,Single,76412.0,05-05-2013,15,0,0,1808,3,18,35
821,1143,1972,PG,relationship,22063.0,08-08-2013,43,0,1,55,0,7,43
822,1,1961,PG,Single,57091.0,15-06-2014,0,0,0,577,2,18,54
823,3855,1963,PG,relationship,22419.0,18-04-2013,74,0,0,162,0,8,52
824,5536,1959,PG,relationship,87771.0,22-05-2013,61,0,1,1957,5,20,56
825,5989,1959,PG,Single,78353.0,16-04-2013,51,0,1,1576,0,24,56
826,9499,1954,PG,relationship,93404.0,07-05-2013,97,0,3,1616,2,17,61
827,6768,1962,PG,Single,37859.0,12-01-2013,75,0,3,36,0,6,53
828,2150,1958,PG,Single,80995.0,11-05-2013,83,0,1,1482,0,22,57
829,6646,1984,PG,relationship,16529.0,01-03-2014,23,0,1,22,0,5,31
830,4887,1976,PG,Single,55412.0,22-11-2013,65,0,2,63,0,6,39
831,8560,1992,PG,Single,48789.0,10-09-2012,94,0,0,680,0,18,23
832,3321,1967,PG,relationship,56575.0,05-05-2013,42,0,2,542,0,20,48
833,11003,1980,PG,relationship,25130.0,02-10-2013,10,0,1,50,0,7,35
834,10402,1967,PG,relationship,35441.0,14-02-2013,94,0,2,39,0,6,48
835,9904,1956,PG,relationship,71391.0,29-03-2013,50,0,1,1043,0,28,59
836,6141,1972,PG,Single,49494.0,25-04-2013,46,0,1,385,0,14,43
837,5687,1980,PG,Single,81702.0,23-09-2012,98,0,0,1633,0,27,35
838,10856,1980,PG,Single,45889.0,02-07-2013,42,0,1,46,0,5,35
839,5121,1977,PG,Single,56628.0,21-03-2014,30,0,1,761,1,20,38
840,4186,1950,PG,relationship,34026.0,05-08-2013,11,0,2,76,0,9,65
841,368,1974,PG,relationship,40049.0,29-11-2012,61,0,1,290,0,14,41
842,3312,1988,PG,Single,34176.0,12-05-2014,12,0,1,89,0,11,27
843,11121,1981,PG,relationship,19419.0,10-11-2012,76,0,1,70,0,11,34
844,5332,1960,PG,relationship,82504.0,27-07-2013,2,0,0,1066,0,17,55
845,5848,1970,PG,relationship,81205.0,13-01-2014,43,0,0,2009,4,19,45
846,10343,1991,PG,Single,61618.0,29-09-2012,27,0,0,1345,0,19,24
847,5935,1956,PG,Single,55284.0,24-12-2012,60,0,1,764,0,23,59
848,2895,1963,PG,Single,49980.0,23-10-2013,79,0,1,195,0,11,52
849,10262,1980,PG,relationship,15072.0,10-05-2013,96,0,2,53,0,11,35
850,7848,1974,PG,Single,49166.0,13-06-2013,17,0,1,368,0,13,41
851,9477,1954,PG,relationship,65324.0,11-01-2014,0,0,1,544,0,20,61
852,4856,1957,PG,relationship,82347.0,06-11-2012,38,0,0,1853,2,25,58
853,7186,1966,PG,relationship,30843.0,26-05-2014,43,0,2,35,1,6,49
854,5794,1974,PG,relationship,46374.0,17-03-2014,1,0,1,446,3,18,41
855,1456,1979,PG,Single,60474.0,01-04-2013,25,0,1,1180,0,31,36
856,4877,1973,PG,relationship,38576.0,04-03-2014,2,0,1,41,0,5,42
857,425,1985,PG,relationship,55357.0,19-02-2013,66,0,2,727,0,22,30
858,3007,1966,PG,relationship,37758.0,04-10-2012,49,0,2,40,0,6,49
859,1031,1989,PG,relationship,85710.0,05-05-2013,5,0,0,1062,1,26,26
860,4297,1969,PG,relationship,23228.0,26-01-2014,71,0,1,40,0,7,46
861,807,1969,PG,relationship,44602.0,15-02-2014,35,0,2,292,0,17,46
862,9553,1987,PG,relationship,7500.0,09-01-2013,94,0,0,15,0,4,28
863,4271,1989,PG,relationship,38683.0,04-10-2012,80,0,1,341,0,17,26
864,4120,1975,PG,Single,49514.0,17-12-2013,61,0,1,369,0,13,40
865,2036,1973,PG,relationship,57906.0,11-06-2013,29,0,1,401,0,17,42
866,115,1966,PG,Single,43456.0,26-03-2013,0,0,1,393,0,17,49
867,4259,1986,PG,Single,19485.0,24-09-2013,80,0,2,10,0,4,29
868,8687,1978,PG,relationship,53172.0,06-05-2013,54,0,1,486,0,16,37
869,2447,1979,PG,relationship,30545.0,17-10-2012,71,0,1,69,0,7,36
870,10140,1983,PG,relationship,70123.0,28-09-2013,27,0,0,1727,2,17,32
871,9353,1959,PG,Single,62450.0,06-01-2014,61,0,1,995,1,16,56
872,3623,1976,PG,relationship,21675.0,11-06-2014,55,0,1,45,0,10,39
873,738,1981,PG,Single,42395.0,04-04-2014,35,0,2,182,0,12,34
874,7631,1978,PG,relationship,61346.0,06-10-2013,34,0,1,989,0,23,37
875,4789,1953,PG,relationship,80812.0,17-09-2013,95,0,0,1677,3,18,62
876,773,1971,PG,Single,42835.0,30-06-2013,64,0,2,595,0,23,44
877,10602,1983,PG,relationship,39922.0,14-02-2013,30,0,1,156,0,9,32
878,1446,1956,PG,Single,86424.0,05-04-2014,12,0,0,1226,0,28,59
879,3270,1978,PG,relationship,17117.0,17-01-2013,96,0,1,128,0,11,37
880,8443,1972,PG,Single,24762.0,10-02-2014,16,0,1,86,2,9,43
881,9653,1975,PG,relationship,35797.0,16-10-2012,16,0,1,68,0,7,40
882,8916,1975,PG,Single,36627.0,23-07-2013,78,0,2,16,0,4,40
883,8017,1981,PG,relationship,51111.0,19-06-2014,83,0,2,55,0,7,34
884,5830,1972,PG,Single,86857.0,12-09-2012,96,0,0,2114,1,22,43
885,4597,1970,PG,relationship,82072.0,02-07-2013,67,0,0,2018,0,19,45
886,7023,1953,PG,Single,46231.0,26-11-2012,87,0,3,263,0,15,62
887,8086,1959,PG,relationship,42243.0,11-12-2013,34,0,2,55,0,7,56
888,8825,1962,PG,relationship,51195.0,01-04-2013,46,0,2,564,0,24,53
889,2930,1978,PG,Single,68092.0,16-12-2013,7,0,0,1281,0,20,37
890,1928,1973,PG,relationship,31814.0,09-02-2013,73,0,1,83,1,7,42
891,7108,1965,PG,Single,51390.0,08-09-2012,54,0,2,353,0,18,50
892,10925,1983,PG,relationship,76630.0,14-01-2014,93,0,0,1003,0,25,32
893,9960,1991,UG,Single,26868.0,30-04-2014,52,0,1,14,0,4,24
894,8800,1943,PG,Single,48948.0,01-02-2013,53,0,0,902,2,24,72
895,9224,1972,PG,Single,55260.0,12-12-2012,81,0,1,1139,0,25,43
896,5519,1956,PG,relationship,64090.0,07-08-2013,8,0,1,797,1,20,59
897,5046,1958,PG,Single,78331.0,23-01-2014,97,0,1,1638,0,25,57
898,7037,1974,PG,relationship,37087.0,11-08-2013,50,0,1,401,0,17,41
899,905,1986,PG,Single,21846.0,22-10-2013,38,0,1,84,0,11,29
900,8624,1958,PG,relationship,81320.0,06-02-2013,61,0,0,928,0,18,57
901,8945,1970,PG,Single,54137.0,16-08-2013,46,0,1,203,0,11,45
902,6445,1967,PG,relationship,66825.0,14-07-2013,73,0,0,858,0,16,48
903,2727,1973,PG,relationship,57100.0,04-12-2013,19,0,0,409,0,13,42
904,6404,1969,PG,relationship,58917.0,24-03-2013,10,0,3,282,0,16,46
905,11074,1977,PG,Single,85072.0,09-04-2014,94,0,0,1423,0,18,38
906,10150,1961,PG,Single,86429.0,21-11-2013,10,0,0,1449,2,18,54
907,1968,1971,PG,Single,45684.0,02-12-2013,37,0,1,28,0,4,44
908,6534,1974,PG,relationship,47889.0,04-01-2014,94,0,1,67,0,6,41
909,9485,1986,PG,relationship,45921.0,10-03-2014,23,0,0,199,0,10,29
910,7053,1966,PG,Single,78420.0,29-06-2013,75,0,0,1453,0,22,49
911,4654,1992,PG,relationship,75114.0,07-11-2013,40,0,0,1253,0,19,23
912,9760,1963,PG,Single,52278.0,25-01-2013,24,0,1,1198,1,31,52
913,1048,1972,PG,relationship,35641.0,14-07-2013,11,0,1,178,1,10,43
914,10619,1994,PG,Single,95529.0,03-12-2012,29,0,0,1990,2,18,21
915,9308,1954,PG,relationship,62820.0,11-05-2013,51,0,0,976,0,14,61
916,10505,1960,PG,relationship,73113.0,26-12-2013,86,0,0,1001,0,15,55
917,8362,1982,PG,relationship,84169.0,07-08-2013,9,0,0,1919,3,20,33
918,2625,1954,PG,Single,42607.0,17-11-2013,30,0,1,350,0,14,61
919,4637,1954,PG,Single,74637.0,18-05-2013,73,0,0,1650,1,25,61
920,9972,1955,PG,relationship,46015.0,13-04-2014,25,0,2,46,2,5,60
921,4483,1993,PG,Single,72354.0,17-04-2013,67,0,0,1228,0,19,22
922,4487,1969,PG,Single,39858.0,24-01-2013,67,0,1,95,1,7,46
923,4988,1948,PG,relationship,34469.0,04-05-2014,58,0,2,62,0,9,67
924,8931,1986,PG,relationship,83033.0,18-05-2014,82,0,1,1761,1,26,29
925,5871,1979,PG,relationship,24401.0,31-08-2012,98,0,0,467,0,16,36
926,2008,1978,PG,relationship,77583.0,10-02-2014,93,0,0,1149,1,19,37
927,3139,1982,PG,Single,74116.0,30-12-2013,53,0,0,2052,1,19,33
928,10037,1993,PG,Single,74293.0,04-05-2014,66,0,0,1127,0,16,22
929,10673,1976,PG,relationship,68397.0,17-11-2013,6,0,1,1416,0,21,39
930,5303,1974,PG,relationship,79632.0,08-04-2014,42,0,0,1113,0,20,41
931,538,1989,PG,Single,46107.0,10-02-2014,78,0,1,125,0,7,26
932,7922,1951,PG,Single,64950.0,12-08-2012,29,0,1,966,1,25,64
933,5692,1989,UG,relationship,25443.0,22-12-2012,82,0,1,32,0,5,26
934,4843,1952,PG,Single,75127.0,22-05-2014,92,0,0,833,0,19,63
935,6383,1971,PG,relationship,32892.0,25-05-2014,78,0,1,46,0,8,44
936,1628,1971,PG,relationship,71796.0,24-10-2013,54,0,0,960,0,17,44
937,1204,1970,PG,relationship,67536.0,22-05-2013,45,0,1,1829,1,30,45
938,3673,1971,PG,Single,55239.0,14-07-2013,59,0,1,779,0,26,44
939,760,1975,PG,Single,60554.0,09-08-2013,8,0,1,811,0,23,40
940,8957,1952,PG,Single,64831.0,10-06-2013,51,0,2,1120,0,22,63
941,4128,1962,PG,relationship,56067.0,20-07-2013,51,0,1,725,0,20,53
942,6810,1983,PG,Single,82025.0,28-05-2013,76,0,0,1187,2,12,32
943,5386,1953,PG,relationship,94384.0,04-03-2013,62,0,0,2302,4,18,62
944,8700,1986,UG,Single,14906.0,22-12-2012,86,0,0,66,0,9,29
945,3202,1987,PG,relationship,51563.0,01-10-2012,60,0,0,1250,2,19,28
946,1328,1982,PG,relationship,57937.0,16-02-2014,56,0,1,683,0,20,33
947,8405,1979,PG,Single,68274.0,30-09-2013,83,0,2,305,0,13,36
948,6515,1977,PG,relationship,39771.0,06-12-2013,92,0,1,50,0,6,38
949,2882,1975,PG,Single,67893.0,01-10-2012,31,0,1,995,0,16,40
950,7574,1979,PG,relationship,27922.0,10-05-2014,80,0,1,41,0,6,36
951,6387,1976,PG,relationship,52190.0,08-05-2014,39,0,2,77,1,9,39
952,5320,1973,PG,Single,44051.0,29-01-2013,20,0,2,171,1,12,42
953,5048,1971,PG,Single,42767.0,11-05-2013,53,0,2,131,0,7,44
954,8146,1976,PG,relationship,46106.0,11-05-2014,84,0,2,54,0,5,39
955,10031,1976,PG,relationship,16927.0,10-02-2013,50,0,2,53,0,12,39
956,5748,1965,PG,relationship,59754.0,01-12-2012,96,0,1,475,1,16,50
957,2134,1952,PG,Single,53700.0,17-08-2012,94,0,1,694,0,22,63
958,1523,1973,PG,relationship,59041.0,07-05-2014,25,0,2,96,0,8,42
959,9665,1957,PG,Single,54237.0,27-04-2013,48,0,1,361,0,16,58
960,4640,1967,PG,Single,70647.0,21-09-2012,65,0,1,1079,0,26,48
961,3635,1962,PG,Single,52597.0,07-05-2014,69,0,1,578,0,20,53
962,3547,1969,PG,relationship,41021.0,30-12-2012,12,0,1,64,1,7,46
963,2456,1975,PG,relationship,40233.0,14-10-2013,84,0,1,149,0,13,40
964,5633,1980,PG,relationship,50183.0,25-06-2014,47,0,2,231,0,17,35
965,7801,1959,PG,relationship,54753.0,12-09-2013,87,0,1,728,0,21,56
966,10489,1973,PG,relationship,92955.0,19-08-2013,35,0,0,1778,3,23,42
967,7011,1973,PG,relationship,33471.0,12-10-2012,47,0,1,93,0,10,42
968,2620,1974,PG,relationship,34596.0,13-04-2013,48,0,1,23,1,4,41
969,3933,1980,PG,relationship,44010.0,13-10-2012,46,0,1,662,0,24,35
970,10981,1988,PG,relationship,84219.0,02-02-2014,27,0,0,1198,0,18,27
971,1734,1968,PG,relationship,40706.0,17-01-2013,37,0,3,81,0,11,47
972,10995,1988,PG,relationship,15716.0,12-11-2012,8,1,1,92,0,10,27
973,6357,1959,PG,Single,59052.0,17-11-2013,29,0,1,491,0,18,56
974,9209,1971,PG,relationship,80573.0,14-10-2012,85,0,0,1564,0,24,44
975,10286,1962,PG,relationship,83715.0,03-02-2014,2,0,0,926,0,24,53
976,2611,1959,PG,relationship,82576.0,01-08-2012,66,0,0,1910,1,19,56
977,1600,1965,PG,relationship,56962.0,11-10-2013,60,0,3,411,0,21,50
978,3308,1952,PG,relationship,35704.0,03-01-2014,54,0,2,94,0,9,63
979,5407,1954,PG,relationship,53103.0,12-09-2013,70,0,1,1085,1,28,61
980,2166,1960,PG,Single,46779.0,12-07-2013,55,0,2,23,0,4,55
981,3955,1965,PG,Single,4861.0,22-06-2014,20,0,0,6,0,0,50
982,6634,1979,PG,Single,33462.0,07-08-2013,78,0,1,54,0,6,36
983,3056,1978,PG,Single,63693.0,14-10-2013,63,0,1,1150,0,29,37
984,5718,1950,PG,relationship,80763.0,15-08-2013,17,0,0,1415,3,23,65
985,6872,1974,PG,relationship,65352.0,21-08-2013,43,0,1,405,0,16,41
986,8164,1978,PG,relationship,82170.0,25-11-2013,13,0,0,1908,0,19,37
987,4580,1969,PG,relationship,75759.0,25-10-2013,46,0,0,2486,4,26,46
988,9305,1976,PG,Single,79689.0,12-05-2013,65,0,0,1315,0,27,39
989,453,1956,PG,Single,35340.0,29-06-2014,1,0,2,45,0,7,59
990,8545,1954,PG,Single,85683.0,21-03-2014,6,0,0,1789,5,17,61
991,9850,1972,PG,relationship,24884.0,29-11-2012,32,0,1,19,0,4,43
992,7378,1981,PG,relationship,42021.0,31-08-2012,34,0,1,573,1,22,34
993,7646,1989,PG,Single,64449.0,18-02-2014,70,0,1,805,0,24,26
994,1640,1954,PG,Single,64587.0,22-06-2014,49,0,2,108,0,8,61
995,5184,1995,PG,Single,34824.0,26-03-2014,65,0,0,23,0,4,20
996,8492,1978,PG,relationship,75437.0,09-11-2013,25,0,0,1493,1,23,37
997,11188,1957,PG,relationship,26091.0,25-02-2014,84,0,2,89,0,9,58
998,1212,1973,PG,relationship,52845.0,13-08-2013,7,0,1,936,1,25,42
999,9097,1956,PG,Single,46086.0,03-11-2013,34,0,1,343,0,16,59
1000,10473,1956,PG,Single,78028.0,10-09-2012,38,0,1,528,3,20,59
1001,7962,1987,PG,Single,95169.0,09-10-2013,1,0,0,1901,3,12,28
1002,9984,1981,PG,relationship,56337.0,27-03-2013,25,0,2,724,3,22,34
1003,5527,1987,PG,relationship,22434.0,13-02-2013,25,0,1,58,0,7,28
1004,6374,1954,PG,relationship,36930.0,17-05-2013,50,0,1,297,0,16,61
1005,7453,1954,PG,Single,36130.0,02-02-2013,46,0,1,488,2,21,61
1006,8952,1953,PG,relationship,65569.0,05-11-2012,96,0,1,859,0,23,62
1007,241,1952,PG,relationship,83844.0,12-05-2013,57,0,0,1574,1,20,63
1008,8975,1968,PG,relationship,19514.0,26-01-2014,47,0,2,69,1,10,47
1009,6119,1963,PG,Single,36736.0,10-05-2013,52,0,2,17,0,4,52
1010,5236,1979,PG,relationship,77568.0,25-08-2012,30,0,1,2194,3,21,36
1011,5723,1976,PG,relationship,49187.0,11-01-2014,63,0,1,116,0,8,39
1012,1710,1978,PG,Single,30168.0,07-03-2013,51,0,1,279,0,18,37
1013,1970,1968,PG,relationship,34053.0,10-09-2012,14,0,1,103,0,7,47
1014,5313,1971,PG,relationship,38196.0,18-04-2014,20,0,2,44,0,9,44
1015,10634,1951,PG,relationship,59412.0,19-04-2014,56,0,0,406,0,15,64
1016,7010,1965,PG,relationship,70924.0,07-04-2014,41,0,0,1363,1,20,50
1017,8562,1969,PG,relationship,54165.0,28-05-2013,72,0,0,236,0,11,46
1018,3158,1973,PG,relationship,32300.0,03-01-2013,1,0,1,39,0,5,42
